0.0, NaN 
-1.047198, -54.552524788571674 
-1.5707963268, NaN 
-4.71238898, NaN 
-6.28318530718, NaN 
0.0, NaN 
-1.047198, -54.54769599536635 
-1.5707963268, NaN 
-4.71238898, NaN 
-6.28318530718, NaN 
0.0, NaN 
-1.047198, -54.55256853251051 
-1.5707963268, NaN 
-4.71238898, NaN 
-6.28318530718, NaN 
0.0, NaN 
-1.047198, -54.54769599536635 
-1.5707963268, NaN 
-4.71238898, NaN 
-6.28318530718, NaN 
0.0, NaN 
-1.047198, -54.552475579689435 
-1.5707963268, NaN 
-4.71238898, NaN 
-6.28318530718, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.552524788571674 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.54769599536635 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.55256853251051 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.54769599536635 
0.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.552475579689435 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.552524788571674 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.54769599536635 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.55256853251051 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
-1.047198, -54.54769599536635 
0.0, NaN 
1.0, NaN 
-6.28318530718, NaN 
-4.71238898, NaN 
-1.5707963268, NaN 
